experiment,corpus,method,eval_index,question,evaluable,hit_rank,hit_at_1,hit_at_3,hit_at_5,reciprocal_rank,latency_ms,top1_doc_id,top1_article_number,top1_source_type,top1_score,top1_text_preview
Fixed-size + Hybrid,fixed,hybrid,113,ما مدى أحقية الموظف للإجازة العادية في سنة التجربة؟,True,1.0,True,True,True,1.0,12.82,743,,faq,0.9183875235379548,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يستحق الموظف التعويض عن إجازته العادية إذا استقال قبل إكمال مدة التجربة؟ الإجابة: الموظف الذي يستقيل قبل إكماله مدة التجربة يستحق التعويض عن إجازته العادية بنسبة المدة التي قضاها في الوظيفة.
Fixed-size + Hybrid,fixed,hybrid,114,من المسؤول الذي يمنح الإجازة الاضطرارية؟,True,1.0,True,True,True,1.0,12.56,734,,faq,0.8243987966839518,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يجوز منح الموظف إجازة اضطرارية بعد عطلة أحد العيدين مباشرة وكذلك تمديد الإجازة العادية بإجازة اضطرارية أو العكس؟ الإجابة: حيث أن لكل من الإجازات بأنواعها قواعدها وضوابطها التي تحكمها فليس هناك ما يمنع من توالي الإج
Fixed-size + Hybrid,fixed,hybrid,115,إذا منح الموظف إجازة عادية ثم توفي إثناءها فيكف يعامل؟,True,1.0,True,True,True,1.0,14.14,748,,faq,0.9557617415961666,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: موظف منح إجازة عادية بعد عطلة أحد العيدين مباشرة وبعد انتهاء الإجازة الممنوحة له تغيب عن العمل، فهل يعامل في هذه الحالة عن فترة الغياب بموجب قرار مجلس الوزراء الموقر رقم (747) لسنة 1391هـ القاضي بمضاعفة الحسم على من ي
Fixed-size + Hybrid,fixed,hybrid,116,في حالة منح الموظف إجازة عادية فكيف يعامل إذا تخللت هذه الإجازة عطلة أحد العيدين وهل يمكن تمديد فترة الإجازة العادية بقدر مدة إجازة العيد؟,True,1.0,True,True,True,1.0,10.79,748,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: موظف منح إجازة عادية بعد عطلة أحد العيدين مباشرة وبعد انتهاء الإجازة الممنوحة له تغيب عن العمل، فهل يعامل في هذه الحالة عن فترة الغياب بموجب قرار مجلس الوزراء الموقر رقم (747) لسنة 1391هـ القاضي بمضاعفة الحسم على من ي
Fixed-size + Hybrid,fixed,hybrid,117,موظف أصيب بحادث أثناء التحاقه بدورة تدريبية ما مدى استحقاقه للإجازة المرضية ؟,True,1.0,True,True,True,1.0,13.99,671,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: موظف قدم للرياض للالتحاق بدورة تدريبية وبعد انتهاء الفترة التدريبية عاد إلى مقر عمله الأصلي وفي أثناء الطريق حصل عليه حادث توفي بسببه، هل يستحق ورثته التعويض المنصوص عليه بالمادة (35) من لائحة الحقوق والمزايا المالية؟
Fixed-size + Hybrid,fixed,hybrid,118,هل تحتسب للموظف إجازة عادية عن الفترة التي يتغيب فيها لمرافقة المريض للعلاج؟,True,1.0,True,True,True,1.0,10.33,730,,faq,0.8911544734868585,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل تحتسب مدة الإجازة الاستثنائية لغرض إكمال مدة السنة المطلوب إمضاءها لغرض التمتع بالإجازة العادية؟ الإجابة: ما دام إن الإجازة الاستثنائية لا تحسب ضمن خدمة الموظف كما أنه لا تحتسب عنها إجازة عادية فمن باب أولى عدم احت
Fixed-size + Hybrid,fixed,hybrid,119,موظفة منحت إجازة استثنائية لمرافقة زوجها بالخارج وقد وضعت خلالها مولوداً. ما مدى إمكانية قطع إجازة المرافقة للزوج ومنحها إجازة وضع؟,True,1.0,True,True,True,1.0,14.92,747,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: موظفة صدر قرار بتعيينها ومن ثم وضعت مولوداً. ما مدى إمكانية مباشرتها للعمل ومنحها إجازة وضع وفقاً للمادة (151) من اللائحة التنفيذية للموارد البشرية في الخدمة المدنية؟ الإجابة: عدم استفادتها من هذه الإجازة لكون واقعة ا
Fixed-size + Hybrid,fixed,hybrid,120,هل يجوز منح الموظف أثناء فترة التجربة إجازة استثنائية؟,True,1.0,True,True,True,1.0,14.33,736,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يجوز منح الموظف أثناء فترة التجربة إجازة مرافقة المريض؟ الإجابة: حيث أن المادة (147) من اللائحة التنفيذية للموارد البشرية في الخدمة المدنية الإجازات أعطت الموظف ممن تنطبق عليه الشروط، الحق في التغيب عن عمله براتب ك
Fixed-size + Hybrid,fixed,hybrid,121,إذا نقل عضو هيئة التدريس في الجامعات أو الشاغل لوظيفة تعليمية إلى وظيفة إدارية في آخر العام الدراسي وقبل التمتع بالإجازة الصيفية هل يعوض عن إجازاته أم يحتفظ بها في جهة عمله الجديد وما هو المقدار الذي يعوض عنه أو يحتفظ به؟,True,1.0,True,True,True,1.0,16.35,745,,faq,0.9146639680661119,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يمكن الاحتفاظ لمن يعمل في حقل التدريس بإجازاته العادية إذا لم يتمتع بها في العطلة الصيفية لتكليفه بالعمل من قبل مرجعه؟ الإجابة: تعتبر العطلة الصيفية بالنسبة للعاملين في حقل التعليم بمثابة الإجازة العادية وفقاً للفق
Fixed-size + Hybrid,fixed,hybrid,122,موظف منح إجازة عادية تنتهي مع ابتداء عطلة أحد العيدين ثم تقدم بطلب إجازة لمدة شهر تبدأ من انتهاء العطلة. هل يعتبر ذلك تمديداً ومن ثم تحتسب عليه العطلة؟,True,1.0,True,True,True,1.0,12.12,748,,faq,1.0,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: موظف منح إجازة عادية بعد عطلة أحد العيدين مباشرة وبعد انتهاء الإجازة الممنوحة له تغيب عن العمل، فهل يعامل في هذه الحالة عن فترة الغياب بموجب قرار مجلس الوزراء الموقر رقم (747) لسنة 1391هـ القاضي بمضاعفة الحسم على من ي
Fixed-size + Hybrid,fixed,hybrid,123,ما مدى نظامية منح الموظف بعد تعيينه وفقاً لنظام الخدمة المدنية إجازة عادية من رصيده من الإجازات عندما كان مستخدماً؟,True,1.0,True,True,True,1.0,15.02,750,,faq,0.9492804348514418,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: عامل على بند الأجور أو مستخدماً استنفذ رصيده من الإجازات الاضطرارية ومن ثم تعين وفقاً لنظام الخدمة المدنية. ما مدى إمكانية منحه إجازة اضطرارية بعد شموله بهذا النظام؟ الإجابة: حيث أن العامل والمستخدم وفقاً للمادتين (11
